home,away,Tournament,HomeGoals,AwayGoals,TotalGoals
Ivory Coast,Portugal,2010_FIFA_World_Cup,0,0,0
Uruguay,France,2010_FIFA_World_Cup,0,0,0
South Africa,Mexico,2010_FIFA_World_Cup,1,1,2
Brazil,North Korea,2010_FIFA_World_Cup,2,1,3
Brazil,Ivory Coast,2010_FIFA_World_Cup,3,1,4
Portugal,North Korea,2010_FIFA_World_Cup,7,0,7
Portugal,Brazil,2010_FIFA_World_Cup,0,0,0
North Korea,Ivory Coast,2010_FIFA_World_Cup,0,3,3
Honduras,Chile,2010_FIFA_World_Cup,0,1,1
Spain,Switzerland,2010_FIFA_World_Cup,0,1,1
Chile,Switzerland,2010_FIFA_World_Cup,1,0,1
Spain,Honduras,2010_FIFA_World_Cup,2,0,2
Chile,Spain,2010_FIFA_World_Cup,1,2,3
Switzerland,Honduras,2010_FIFA_World_Cup,0,0,0
South Africa,Uruguay,2010_FIFA_World_Cup,0,3,3
Uruguay,South Korea,2010_FIFA_World_Cup,2,1,3
Germany,England,2010_FIFA_World_Cup,4,1,5
Argentina,Mexico,2010_FIFA_World_Cup,3,1,4
Netherlands,Slovakia,2010_FIFA_World_Cup,2,1,3
Brazil,Chile,2010_FIFA_World_Cup,3,0,3
Paraguay,Japan,2010_FIFA_World_Cup,0,0,0
Netherlands,Brazil,2010_FIFA_World_Cup,2,1,3
Uruguay,Ghana,2010_FIFA_World_Cup,1,1,2
Argentina,Germany,2010_FIFA_World_Cup,0,4,4
Paraguay,Spain,2010_FIFA_World_Cup,0,1,1
Uruguay,Netherlands,2010_FIFA_World_Cup,2,3,5
Germany,Spain,2010_FIFA_World_Cup,0,1,1
Uruguay,Germany,2010_FIFA_World_Cup,2,3,5
Netherlands,Spain,2010_FIFA_World_Cup,0,1,1
United States,Ghana,2010_FIFA_World_Cup,1,2,3
France,Mexico,2010_FIFA_World_Cup,0,2,2
Spain,Portugal,2010_FIFA_World_Cup,1,0,1
France,South Africa,2010_FIFA_World_Cup,1,2,3
Mexico,Uruguay,2010_FIFA_World_Cup,0,1,1
Slovakia,Italy,2010_FIFA_World_Cup,3,2,5
Italy,New Zealand,2010_FIFA_World_Cup,1,1,2
Slovakia,Paraguay,2010_FIFA_World_Cup,0,2,2
New Zealand,Slovakia,2010_FIFA_World_Cup,1,1,2
Italy,Paraguay,2010_FIFA_World_Cup,1,1,2
Cameroon,Netherlands,2010_FIFA_World_Cup,1,2,3
Denmark,Japan,2010_FIFA_World_Cup,1,3,4
Cameroon,Denmark,2010_FIFA_World_Cup,1,2,3
Netherlands,Japan,2010_FIFA_World_Cup,1,0,1
Japan,Cameroon,2010_FIFA_World_Cup,1,0,1
Netherlands,Denmark,2010_FIFA_World_Cup,2,0,2
Australia,Serbia,2010_FIFA_World_Cup,2,1,3
Ghana,Germany,2010_FIFA_World_Cup,0,1,1
Ghana,Australia,2010_FIFA_World_Cup,1,1,2
Paraguay,New Zealand,2010_FIFA_World_Cup,0,0,0
Germany,Australia,2010_FIFA_World_Cup,4,0,4
South Korea,Greece,2010_FIFA_World_Cup,2,0,2
Germany,Serbia,2010_FIFA_World_Cup,0,1,1
Argentina,Nigeria,2010_FIFA_World_Cup,1,0,1
Argentina,South Korea,2010_FIFA_World_Cup,4,1,5
Nigeria,South Korea,2010_FIFA_World_Cup,2,2,4
Greece,Argentina,2010_FIFA_World_Cup,0,2,2
England,United States,2010_FIFA_World_Cup,1,1,2
Greece,Nigeria,2010_FIFA_World_Cup,2,1,3
Slovenia,United States,2010_FIFA_World_Cup,2,2,4
England,Algeria,2010_FIFA_World_Cup,0,0,0
Slovenia,England,2010_FIFA_World_Cup,0,1,1
United States,Algeria,2010_FIFA_World_Cup,1,0,1
Serbia,Ghana,2010_FIFA_World_Cup,0,1,1
Algeria,Slovenia,2010_FIFA_World_Cup,0,1,1
France,Honduras,2014_FIFA_World_Cup,3,0,3
Argentina,Iran,2014_FIFA_World_Cup,1,0,1
Switzerland,France,2014_FIFA_World_Cup,2,5,7
Honduras,Ecuador,2014_FIFA_World_Cup,1,2,3
Honduras,Switzerland,2014_FIFA_World_Cup,0,3,3
Ecuador,France,2014_FIFA_World_Cup,0,0,0
Argentina,Bosnia and Herzegovina,2014_FIFA_World_Cup,2,1,3
Iran,Nigeria,2014_FIFA_World_Cup,0,0,0
Nigeria,Bosnia and Herzegovina,2014_FIFA_World_Cup,1,0,1
United States,Portugal,2014_FIFA_World_Cup,2,2,4
Bosnia and Herzegovina,Iran,2014_FIFA_World_Cup,3,1,4
Germany,Portugal,2014_FIFA_World_Cup,4,0,4
Ghana,United States,2014_FIFA_World_Cup,1,2,3
Germany,Ghana,2014_FIFA_World_Cup,2,2,4
Switzerland,Ecuador,2014_FIFA_World_Cup,2,1,3
United States,Germany,2014_FIFA_World_Cup,0,1,1
Portugal,Ghana,2014_FIFA_World_Cup,2,1,3
Belgium,Algeria,2014_FIFA_World_Cup,2,1,3
Russia,South Korea,2014_FIFA_World_Cup,1,1,2
Belgium,Russia,2014_FIFA_World_Cup,1,0,1
Nigeria,Argentina,2014_FIFA_World_Cup,2,3,5
Costa Rica,England,2014_FIFA_World_Cup,0,0,0
Japan,Colombia,2014_FIFA_World_Cup,1,4,5
Italy,Costa Rica,2014_FIFA_World_Cup,0,1,1
South Korea,Algeria,2014_FIFA_World_Cup,2,4,6
Brazil,Croatia,2014_FIFA_World_Cup,3,1,4
Mexico,Cameroon,2014_FIFA_World_Cup,1,0,1
Brazil,Mexico,2014_FIFA_World_Cup,0,0,0
Cameroon,Croatia,2014_FIFA_World_Cup,0,4,4
Cameroon,Brazil,2014_FIFA_World_Cup,1,4,5
Croatia,Mexico,2014_FIFA_World_Cup,1,3,4
Spain,Netherlands,2014_FIFA_World_Cup,1,5,6
Australia,Netherlands,2014_FIFA_World_Cup,2,3,5
Italy,Uruguay,2014_FIFA_World_Cup,0,1,1
Spain,Chile,2014_FIFA_World_Cup,0,2,2
Netherlands,Chile,2014_FIFA_World_Cup,2,0,2
Colombia,Greece,2014_FIFA_World_Cup,3,0,3
Ivory Coast,Japan,2014_FIFA_World_Cup,2,1,3
Colombia,Ivory Coast,2014_FIFA_World_Cup,2,1,3
Japan,Greece,2014_FIFA_World_Cup,0,0,0
Greece,Ivory Coast,2014_FIFA_World_Cup,2,1,3
Uruguay,Costa Rica,2014_FIFA_World_Cup,1,3,4
England,Italy,2014_FIFA_World_Cup,1,2,3
Uruguay,England,2014_FIFA_World_Cup,2,1,3
Australia,Spain,2014_FIFA_World_Cup,0,3,3
Chile,Australia,2014_FIFA_World_Cup,3,1,4
Brazil,Chile,2014_FIFA_World_Cup,1,1,2
South Korea,Belgium,2014_FIFA_World_Cup,0,1,1
Algeria,Russia,2014_FIFA_World_Cup,1,1,2
Brazil,Netherlands,2014_FIFA_World_Cup,0,3,3
Netherlands,Argentina,2014_FIFA_World_Cup,0,0,0
Brazil,Germany,2014_FIFA_World_Cup,1,7,8
Netherlands,Costa Rica,2014_FIFA_World_Cup,0,0,0
Argentina,Belgium,2014_FIFA_World_Cup,1,0,1
Brazil,Colombia,2014_FIFA_World_Cup,2,1,3
Germany,Argentina,2014_FIFA_World_Cup,1,0,1
Belgium,United States,2014_FIFA_World_Cup,2,1,3
Argentina,Switzerland,2014_FIFA_World_Cup,1,0,1
Germany,Algeria,2014_FIFA_World_Cup,2,1,3
France,Nigeria,2014_FIFA_World_Cup,2,0,2
Costa Rica,Greece,2014_FIFA_World_Cup,1,1,2
Netherlands,Mexico,2014_FIFA_World_Cup,2,1,3
France,Germany,2014_FIFA_World_Cup,0,1,1
Colombia,Uruguay,2014_FIFA_World_Cup,2,0,2
Japan,Poland,2018_FIFA_World_Cup,0,1,1
Poland,Colombia,2018_FIFA_World_Cup,0,3,3
Japan,Senegal,2018_FIFA_World_Cup,2,2,4
Poland,Senegal,2018_FIFA_World_Cup,1,2,3
Colombia,Japan,2018_FIFA_World_Cup,1,2,3
Panama,Tunisia,2018_FIFA_World_Cup,1,2,3
Tunisia,England,2018_FIFA_World_Cup,1,2,3
England,Panama,2018_FIFA_World_Cup,6,1,7
Belgium,Panama,2018_FIFA_World_Cup,3,0,3
Mexico,Sweden,2018_FIFA_World_Cup,0,3,3
South Korea,Germany,2018_FIFA_World_Cup,2,0,2
Senegal,Colombia,2018_FIFA_World_Cup,0,1,1
England,Belgium,2018_FIFA_World_Cup,0,1,1
France,Argentina,2018_FIFA_World_Cup,4,3,7
Uruguay,France,2018_FIFA_World_Cup,0,2,2
Spain,Russia,2018_FIFA_World_Cup,1,1,2
Croatia,Denmark,2018_FIFA_World_Cup,1,1,2
Brazil,Mexico,2018_FIFA_World_Cup,2,0,2
Belgium,Japan,2018_FIFA_World_Cup,3,2,5
Sweden,Switzerland,2018_FIFA_World_Cup,1,0,1
Colombia,England,2018_FIFA_World_Cup,1,1,2
Germany,Sweden,2018_FIFA_World_Cup,2,1,3
Brazil,Belgium,2018_FIFA_World_Cup,1,2,3
Sweden,England,2018_FIFA_World_Cup,0,2,2
Russia,Croatia,2018_FIFA_World_Cup,2,2,4
France,Belgium,2018_FIFA_World_Cup,1,0,1
Croatia,England,2018_FIFA_World_Cup,2,1,3
Belgium,England,2018_FIFA_World_Cup,2,0,2
France,Croatia,2018_FIFA_World_Cup,4,2,6
Uruguay,Portugal,2018_FIFA_World_Cup,2,1,3
South Korea,Mexico,2018_FIFA_World_Cup,1,2,3
Belgium,Tunisia,2018_FIFA_World_Cup,5,2,7
Germany,Mexico,2018_FIFA_World_Cup,0,1,1
Sweden,South Korea,2018_FIFA_World_Cup,1,0,1
Egypt,Uruguay,2018_FIFA_World_Cup,0,1,1
Russia,Egypt,2018_FIFA_World_Cup,3,1,4
Uruguay,Saudi Arabia,2018_FIFA_World_Cup,1,0,1
Uruguay,Russia,2018_FIFA_World_Cup,3,0,3
Saudi Arabia,Egypt,2018_FIFA_World_Cup,2,1,3
Morocco,Iran,2018_FIFA_World_Cup,0,1,1
Portugal,Spain,2018_FIFA_World_Cup,3,3,6
Portugal,Morocco,2018_FIFA_World_Cup,1,0,1
Iran,Spain,2018_FIFA_World_Cup,0,1,1
Iran,Portugal,2018_FIFA_World_Cup,1,1,2
Spain,Morocco,2018_FIFA_World_Cup,2,2,4
France,Australia,2018_FIFA_World_Cup,2,1,3
Peru,Denmark,2018_FIFA_World_Cup,0,1,1
Denmark,Australia,2018_FIFA_World_Cup,1,1,2
Russia,Saudi Arabia,2018_FIFA_World_Cup,5,0,5
Denmark,France,2018_FIFA_World_Cup,0,0,0
France,Peru,2018_FIFA_World_Cup,1,0,1
Serbia,Brazil,2018_FIFA_World_Cup,0,2,2
Serbia,Switzerland,2018_FIFA_World_Cup,1,2,3
Brazil,Costa Rica,2018_FIFA_World_Cup,2,0,2
Brazil,Switzerland,2018_FIFA_World_Cup,1,1,2
Costa Rica,Serbia,2018_FIFA_World_Cup,0,1,1
Switzerland,Costa Rica,2018_FIFA_World_Cup,2,2,4
Nigeria,Argentina,2018_FIFA_World_Cup,1,2,3
Nigeria,Iceland,2018_FIFA_World_Cup,2,0,2
Argentina,Croatia,2018_FIFA_World_Cup,0,3,3
Croatia,Nigeria,2018_FIFA_World_Cup,2,0,2
Argentina,Iceland,2018_FIFA_World_Cup,1,1,2
Iceland,Croatia,2018_FIFA_World_Cup,1,2,3
Australia,Peru,2018_FIFA_World_Cup,0,2,2
Sweden,Belarus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,4,0,4
Luxembourg,Netherlands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,3,4
Bulgaria,Belarus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,0,1
France,Sweden,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,1,3
Sweden,Bulgaria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,3,0,3
Netherlands,Belarus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,4,1,5
Belarus,Luxembourg,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,1,2
Luxembourg,Sweden,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,1,1
France,Bulgaria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,4,1,5
Sweden,Netherlands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,1,2
Bulgaria,Netherlands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,0,2
Netherlands,France,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,1,1
Luxembourg,France,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,3,4
Netherlands,Bulgaria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,3,1,4
Netherlands,Luxembourg,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,5,0,5
Sweden,France,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,1,3
Bulgaria,Sweden,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,3,2,5
France,Netherlands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,4,0,4
Luxembourg,Belarus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,0,1
Belarus,Sweden,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,4,4
France,Luxembourg,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,0,0
Sweden,Luxembourg,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,8,0,8
Belarus,Netherlands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,3,4
Bulgaria,France,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,1,1
France,Belarus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,1,3
Luxembourg,Bulgaria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,1,1,2
Netherlands,Sweden,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,0,2
Belarus,Bulgaria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,2,1,3
Bulgaria,Luxembourg,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,4,3,7
Belarus,France,2018_FIFA_World_Cup_qualification_–_UEFA_Group_A,0,0,0
Faroe Islands,Andorra,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,1,0,1
Portugal,Switzerland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,2,0,2
Latvia,Andorra,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,4,0,4
Hungary,Faroe Islands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,1,0,1
Switzerland,Hungary,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,5,2,7
Andorra,Portugal,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,2,2
Faroe Islands,Latvia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,0,0
Latvia,Switzerland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,3,3
Hungary,Portugal,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,1,1
Switzerland,Andorra,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,3,0,3
Portugal,Faroe Islands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,5,1,6
Hungary,Latvia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,3,1,4
Faroe Islands,Switzerland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,2,2
Andorra,Hungary,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,1,0,1
Portugal,Hungary,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,3,0,3
Latvia,Portugal,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,3,3
Andorra,Faroe Islands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,0,0
Andorra,Latvia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,1,1
Faroe Islands,Hungary,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,0,0
Switzerland,Portugal,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,2,0,2
Hungary,Switzerland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,2,3,5
Switzerland,Latvia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,1,0,1
Portugal,Andorra,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,6,0,6
Andorra,Switzerland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,1,2,3
Latvia,Faroe Islands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,2,2
Latvia,Hungary,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,2,2
Hungary,Andorra,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,4,0,4
Switzerland,Faroe Islands,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,2,0,2
Portugal,Latvia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,4,1,5
Faroe Islands,Portugal,2018_FIFA_World_Cup_qualification_–_UEFA_Group_B,0,6,6
Norway,Czech Republic,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,1,2
Germany,Norway,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,6,0,6
Czech Republic,Germany,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,2,3
Norway,Azerbaijan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,2,0,2
San Marino,Northern Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,3,3
Azerbaijan,San Marino,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,5,1,6
Northern Ireland,Czech Republic,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,2,0,2
Czech Republic,Azerbaijan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,0,0
Northern Ireland,Germany,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,3,4
San Marino,Norway,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,8,8
Czech Republic,San Marino,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,5,0,5
Germany,Azerbaijan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,5,1,6
Norway,Northern Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,0,1
Germany,San Marino,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,7,0,7
Azerbaijan,Czech Republic,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,2,3
Azerbaijan,Northern Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,1,1
Czech Republic,Northern Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,0,0
San Marino,Czech Republic,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,6,6
San Marino,Azerbaijan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,1,1
Norway,Germany,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,3,3
Azerbaijan,Norway,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,0,1
Northern Ireland,Norway,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,2,0,2
Northern Ireland,San Marino,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,4,0,4
Germany,Czech Republic,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,3,0,3
Norway,San Marino,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,4,1,5
Czech Republic,Norway,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,2,1,3
Northern Ireland,Azerbaijan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,4,0,4
San Marino,Germany,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,0,8,8
Azerbaijan,Germany,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,1,4,5
Germany,Northern Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_C,2,0,2
Serbia,Wales,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Moldova,Wales,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,2,2
Serbia,Moldova,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,3,0,3
Wales,Austria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,0,1
Austria,Georgia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Republic of Ireland,Serbia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,1,1
Georgia,Republic of Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Austria,Serbia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,3,2,5
Republic of Ireland,Moldova,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,2,0,2
Moldova,Austria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,1,1
Serbia,Georgia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,0,1
Wales,Republic of Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,1,1
Republic of Ireland,Austria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Georgia,Wales,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,1,1
Moldova,Georgia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,2,2,4
Wales,Georgia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Austria,Moldova,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,2,0,2
Serbia,Republic of Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,2,2,4
Wales,Moldova,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,4,0,4
Austria,Wales,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,2,2,4
Moldova,Serbia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,3,3
Republic of Ireland,Georgia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,0,1
Moldova,Republic of Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,3,4
Georgia,Austria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,2,3
Republic of Ireland,Wales,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,0,0
Austria,Republic of Ireland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,0,1,1
Georgia,Moldova,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Wales,Serbia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,1,2
Georgia,Serbia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,1,3,4
Serbia,Austria,2018_FIFA_World_Cup_qualification_–_UEFA_Group_D,3,2,5
Montenegro,Armenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,4,1,5
Poland,Romania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,3,1,4
Kazakhstan,Montenegro,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,3,3
Denmark,Poland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,4,0,4
Romania,Armenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,0,1
Armenia,Denmark,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,4,5
Kazakhstan,Armenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,1,2
Poland,Kazakhstan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,3,0,3
Montenegro,Denmark,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,1,1
Romania,Kazakhstan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,3,1,4
Denmark,Romania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,1,2
Kazakhstan,Denmark,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,3,4
Poland,Montenegro,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,4,2,6
Montenegro,Romania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,0,1
Armenia,Poland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,6,7
Romania,Denmark,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,0,0
Armenia,Kazakhstan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,2,0,2
Montenegro,Poland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,2,3
Denmark,Armenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,0,1
Kazakhstan,Poland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,2,2,4
Romania,Montenegro,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,1,1,2
Montenegro,Kazakhstan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,5,0,5
Poland,Denmark,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,3,2,5
Armenia,Romania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,5,5
Denmark,Montenegro,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,1,1
Poland,Armenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,2,1,3
Armenia,Montenegro,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,3,2,5
Denmark,Kazakhstan,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,4,1,5
Romania,Poland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,3,3
Kazakhstan,Romania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_E,0,0,0
England,Slovakia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,1,3
Lithuania,Slovakia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,2,3
Lithuania,Scotland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,3,3
Malta,England,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,4,4
Slovakia,Slovenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,0,1
Scotland,Malta,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,0,2
Slovenia,Scotland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,2,4
England,Slovenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,0,1
Malta,Lithuania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,1,2
Scotland,Slovakia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,0,1
Lithuania,England,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,1,1
Slovakia,Malta,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,3,0,3
Slovenia,Malta,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,0,2
Slovenia,Lithuania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,4,0,4
Scotland,England,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,2,4
England,Lithuania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,0,2
Malta,Slovakia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,3,4
Lithuania,Slovenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,2,4
Slovakia,England,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,1,1
Scotland,Slovenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,0,1
England,Malta,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,0,2
Scotland,Lithuania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,1,2
Slovenia,Slovakia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,0,1
Malta,Scotland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,1,5,6
Slovakia,Scotland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,3,0,3
Slovenia,England,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,0,0
